Budget_Low,Budget_Med,Budget_High,Rain_Low,Rain_Med,Rain_High,Deaths_None,Deaths_Any,Deaths_High,Var_Efficient,Var_Inefficient,Aff_Low,Aff_High,Super_Typhoon
1.0,0.0,0.0,0.011999999999999886,0.9880000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.4086256164261804,1.0
1.0,0.0,0.0,0.011999999999999886,0.9880000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.14514983512559235,0.8548501648744077,1.0
1.0,0.0,0.0,0.011999999999999886,0.9880000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7022218800525947,1.0
1.0,0.0,0.0,0.011999999999999886,0.9880000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.6494279746539416,1.0
1.0,0.0,0.0,0.011999999999999886,0.9880000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.12292354071314253,0.8770764592868575,1.0
1.0,0.0,0.0,0.011999999999999886,0.9880000000000001,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.7188757604897715,1.0
1.0,0.0,0.0,0.0,0.0,0.9569037656903765,1.0,0.0,0.0,1.0,0.0,0.0,0.5413126693216194,1.0
1.0,0.0,0.0,0.0,0.0,0.9569037656903765,1.0,0.0,0.0,1.0,0.0,0.0,0.3636183377798058,1.0
1.0,0.0,0.0,0.0,0.0,0.9569037656903765,1.0,0.0,0.0,1.0,0.0,0.22477377848004032,0.7752262215199597,1.0
1.0,0.0,0.0,0.0,0.0,0.9569037656903765,1.0,0.0,0.0,1.0,0.0,0.0,0.63103736578507,1.0
1.0,0.0,0.0,0.0,0.0,0.9569037656903765,1.0,0.0,0.0,1.0,0.0,0.6274045365448083,0.37259546345519173,1.0
1.0,0.0,0.0,0.0,0.0,0.9569037656903765,1.0,0.0,0.0,1.0,0.0,0.26067674291142495,0.739323257088575,1.0
1.0,0.0,0.0,0.0,0.12,0.88,0.4,0.6,0.0,1.0,0.0,0.0,0.07367071082969241,1.0
1.0,0.0,0.0,0.0,0.12,0.88,0.8,0.2,0.0,1.0,0.0,0.0,0.4668574065433003,1.0
1.0,0.0,0.0,0.0,0.12,0.88,1.0,0.0,0.0,1.0,0.0,0.0071131301765081645,0.9928868698234918,1.0
1.0,0.0,0.0,0.0,0.12,0.88,1.0,0.0,0.0,1.0,0.0,0.5276569049271895,0.47234309507281047,1.0
1.0,0.0,0.0,0.0,0.12,0.88,0.8,0.2,0.0,1.0,0.0,0.0,0.5436236805718951,1.0
1.0,0.0,0.0,0.0,0.12,0.88,1.0,0.0,0.0,1.0,0.0,0.17921326424213171,0.8207867357578683,1.0
1.0,0.0,0.0,0.0,0.12,0.88,0.8,0.2,0.0,1.0,0.0,0.8960368139232138,0.10396318607678623,1.0
1.0,0.0,0.0,0.0,0.41,0.59,0.0,1.0,0.0,1.0,0.0,0.0,0.4147526112318164,1.0
1.0,0.0,0.0,0.0,0.41,0.59,0.2,0.8,0.0,1.0,0.0,0.0,0.4391832217320061,1.0
1.0,0.0,0.0,0.0,0.41,0.59,0.4,0.6,0.0,1.0,0.0,0.4486238818654981,0.5513761181345019,1.0
1.0,0.0,0.0,0.0,0.41,0.59,0.4,0.6,0.0,1.0,0.0,0.7119866676546701,0.28801333234532994,1.0
1.0,0.0,0.0,0.0,0.0,0.9569037656903765,1.0,0.0,0.0,1.0,0.0,0.0,0.5413126693216194,1.0
1.0,0.0,0.0,0.0,0.0,0.9569037656903765,1.0,0.0,0.0,1.0,0.0,0.0,0.3636183377798058,1.0
1.0,0.0,0.0,0.0,0.0,0.9569037656903765,1.0,0.0,0.0,1.0,0.0,0.22477377848004032,0.7752262215199597,1.0
1.0,0.0,0.0,0.0,0.0,0.9569037656903765,1.0,0.0,0.0,1.0,0.0,0.0,0.63103736578507,1.0
1.0,0.0,0.0,0.0,0.0,0.9569037656903765,1.0,0.0,0.0,1.0,0.0,0.6274045365448083,0.37259546345519173,1.0
1.0,0.0,0.0,0.0,0.0,0.9569037656903765,1.0,0.0,0.0,1.0,0.0,0.26067674291142495,0.739323257088575,1.0
1.0,0.0,0.0,0.0,0.0,0.9893305439330543,1.0,0.0,0.0,1.0,0.0,0.05733849301420572,0.9426615069857943,1.0
1.0,0.0,0.0,0.0,0.0,0.9893305439330543,1.0,0.0,0.0,1.0,0.0,0.4911300329067079,0.508869967093292,1.0
1.0,0.0,0.0,0.0,0.0,0.9893305439330543,1.0,0.0,0.0,1.0,0.0,0.0,0.5319839027431011,1.0
1.0,0.0,0.0,0.0,0.0,0.9893305439330543,0.0,1.0,0.0,1.0,0.0,0.0,0.5987268051478486,1.0
1.0,0.0,0.0,0.0,0.0,0.9893305439330543,0.4,0.6,0.0,1.0,0.0,0.46403076401426446,0.5359692359857355,1.0
1.0,0.0,0.0,0.0,0.0,0.7778242677824267,1.0,0.0,0.0,1.0,0.0,0.05733849301420572,0.9426615069857943,1.0
1.0,0.0,0.0,0.0,0.0,0.7778242677824267,1.0,0.0,0.0,1.0,0.0,0.4911300329067079,0.508869967093292,1.0
1.0,0.0,0.0,0.0,0.0,0.7778242677824267,1.0,0.0,0.0,1.0,0.0,0.0,0.5319839027431011,1.0
1.0,0.0,0.0,0.0,0.0,0.7778242677824267,0.0,1.0,0.0,1.0,0.0,0.0,0.5987268051478486,1.0
1.0,0.0,0.0,0.0,0.0,0.7778242677824267,0.4,0.6,0.0,1.0,0.0,0.46403076401426446,0.5359692359857355,1.0
