FundingYear,Region,Province,Municipality,ApprovedBudgetForContract,ContractCost,ActualCompletionDate,TypeOfWork,Final_Budget,Budget_Variance,Final_Budget_M
2023,National Capital Region,Metro Manila,CITY OF MARIKINA (METROPOLITAN MANILA),97999570.03,93089846.79,2024-03-09,Construction of Flood Mitigation Facility,93089846.79,4909723.239999995,93.08984679000001
2023,National Capital Region,Metro Manila,CITY OF MARIKINA (METROPOLITAN MANILA),97999638.62,93041802.1,2024-03-04,Construction of Flood Mitigation Facility,93041802.1,4957836.520000011,93.0418021
2024,National Capital Region,Metro Manila,CITY OF MARIKINA (METROPOLITAN MANILA),96499973.8,94534207.04,2024-10-21,Rehabilitation / Major Repair of Flood Control Structure,94534207.04,1965766.7599999905,94.53420704000001
2024,National Capital Region,Metro Manila,CITY OF MARIKINA (METROPOLITAN MANILA),96499459.32,94376471.21,2024-09-16,Rehabilitation / Major Repair of Flood Control Structure,94376471.21,2122988.1099999994,94.37647120999999
2024,National Capital Region,Metro Manila,CITY OF MARIKINA (METROPOLITAN MANILA),96499954.82,94547887.26,2024-09-02,Rehabilitation / Major Repair of Flood Control Structure,94547887.26,1952067.5599999875,94.54788726000001
2024,National Capital Region,Metro Manila,CITY OF MARIKINA (METROPOLITAN MANILA),48999698.7,48001608.49,2025-03-03,Construction of Slope Protection Structure,48001608.49,998090.2100000009,48.00160849
2024,National Capital Region,Metro Manila,CITY OF MARIKINA (METROPOLITAN MANILA),40031878.59,39216457.66,2025-02-03,Construction of Slope Protection Structure,39216457.66,815420.9300000072,39.216457659999996
2024,National Capital Region,Metro Manila,CITY OF MARIKINA (METROPOLITAN MANILA),96499466.53,94530664.34,2025-02-13,Construction of Flood Mitigation Structure,94530664.34,1968802.1899999976,94.53066434
2024,National Capital Region,Metro Manila,CITY OF MARIKINA (METROPOLITAN MANILA),29399771.25,28797915.84,2025-01-17,Rehabilitation / Major Repair of Drainage Structure,28797915.84,601855.4100000001,28.797915839999998
2024,National Capital Region,Metro Manila,CITY OF MARIKINA (METROPOLITAN MANILA),9799969.95,9550193.0,2024-05-07,Rehabilitation / Major Repair of Flood Control Structure,9550193.0,249776.94999999925,9.550193
2024,National Capital Region,Metro Manila,CITY OF MARIKINA (METROPOLITAN MANILA),29699615.72,29177719.98,2025-01-17,Rehabilitation / Major Repair of Drainage Structure,29177719.98,521895.73999999836,29.17771998
2022,National Capital Region,Metro Manila,CALOOCAN CITY (METROPOLITAN MANILA),29394040.47,28746683.24,2022-09-05,Rehabilitation / Major Repair of Drainage Structure,28746683.24,647357.2300000004,28.74668324
2022,National Capital Region,Metro Manila,CALOOCAN CITY (METROPOLITAN MANILA),29684232.02,28813987.65,2022-12-09,Rehabilitation / Major Repair of Flood Control Structure,28813987.65,870244.370000001,28.813987649999998
2022,National Capital Region,Metro Manila,CALOOCAN CITY (METROPOLITAN MANILA),39582905.85,38405318.07,2022-11-22,Rehabilitation / Major Repair of Flood Control Structure,38405318.07,1177587.7800000012,38.40531807
2022,National Capital Region,Metro Manila,CALOOCAN CITY (METROPOLITAN MANILA),21473676.9,21021340.23,2022-10-17,Rehabilitation / Major Repair of Drainage Structure,21021340.23,452336.66999999806,21.02134023
2022,National Capital Region,Metro Manila,CALOOCAN CITY (METROPOLITAN MANILA),7348947.58,7193608.46,2022-12-07,Construction of Drainage Structure,7193608.46,155339.1200000001,7.19360846
2023,National Capital Region,Metro Manila,CALOOCAN CITY (METROPOLITAN MANILA),14847267.53,14517055.98,2023-11-10,Construction of Drainage Structure,14517055.98,330211.5499999989,14.51705598
2023,National Capital Region,Metro Manila,CALOOCAN CITY (METROPOLITAN MANILA),9893317.67,9666111.95,2023-08-28,Construction of Drainage Structure,9666111.95,227205.72000000067,9.66611195
2023,National Capital Region,Metro Manila,CALOOCAN CITY (METROPOLITAN MANILA),24742846.22,24190409.16,2023-12-27,Construction of Drainage Structure,24190409.16,552437.0599999987,24.19040916
2024,National Capital Region,Metro Manila,CALOOCAN CITY (METROPOLITAN MANILA),96495500.04,94183044.21,2024-12-09,Construction of Drainage Structure,94183044.21,2312455.830000013,94.18304420999999
2024,National Capital Region,Metro Manila,CALOOCAN CITY (METROPOLITAN MANILA),37283853.51,35678835.1,2025-01-07,Construction of Drainage Structure,35678835.1,1605018.4099999964,35.6788351
2024,National Capital Region,Metro Manila,CALOOCAN CITY (METROPOLITAN MANILA),19599830.34,19169148.28,2024-09-30,Construction of Drainage Structure,19169148.28,430682.05999999866,19.16914828
2024,National Capital Region,Metro Manila,CALOOCAN CITY (METROPOLITAN MANILA),39199953.48,38296975.74,2024-10-01,Construction of Drainage Structure,38296975.74,902977.7399999946,38.29697574
2024,National Capital Region,Metro Manila,CALOOCAN CITY (METROPOLITAN MANILA),39199926.72,38259729.8,2024-10-01,Construction of Drainage Structure,38259729.8,940196.9200000018,38.259729799999995
2024,National Capital Region,Metro Manila,CALOOCAN CITY (METROPOLITAN MANILA),34643636.86,33809063.83,2024-09-30,Construction of Drainage Structure,33809063.83,834573.0300000012,33.80906383
2024,National Capital Region,Metro Manila,CALOOCAN CITY (METROPOLITAN MANILA),24497835.23,23958667.09,2025-03-31,Construction of Drainage Structure,23958667.09,539168.1400000006,23.95866709
2022,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),48999999.24,48998499.24,2022-11-04,Rehabilitation / Major Repair of Drainage Structure,48998499.24,1500.0,48.99849924
2022,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),48999947.72,48999843.4,2022-08-07,Construction of Flood Mitigation Structure,48999843.4,104.32000000029802,48.999843399999996
2022,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),48997127.94,48996127.94,2023-04-08,Construction of Flood Mitigation Structure,48996127.94,1000.0,48.99612794
2022,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),29397955.97,28158400.47,2022-08-07,Construction of Flood Mitigation Structure,28158400.47,1239555.5,28.15840047
2022,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),48999302.16,48993812.8,2022-08-07,Construction of Flood Mitigation Structure,48993812.8,5489.359999999404,48.99381279999999
2022,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),48999195.3,48991818.78,2022-09-06,Construction of Flood Mitigation Structure,48991818.78,7376.519999995828,48.99181878
2022,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),48999978.6,48998963.41,2022-10-06,Construction of Flood Mitigation Structure,48998963.41,1015.1900000050664,48.998963409999995
2022,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),48999847.71,46574006.57,2022-08-07,Construction of Flood Mitigation Structure,46574006.57,2425841.1400000006,46.57400657
2022,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),67549782.47,67449782.47,2022-09-14,Construction of Slope Protection Structure,67449782.47,100000.0,67.44978247
2022,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),48999400.35,48990674.66,2022-10-29,Construction of Flood Mitigation Structure,48990674.66,8725.690000005066,48.990674659999996
2022,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),48999678.96,48997928.47,2022-10-03,Construction of Flood Mitigation Structure,48997928.47,1750.4900000020862,48.99792847
2022,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),9799996.7,9797660.46,2022-10-03,Rehabilitation / Major Repair of Drainage Structure,9797660.46,2336.239999998361,9.797660460000001
2022,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),29399056.65,29354056.65,2022-09-03,Rehabilitation / Major Repair of Drainage Structure,29354056.65,45000.0,29.354056649999997
2022,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),19599999.97,18619999.97,2022-11-22,Rehabilitation / Major Repair of Drainage Structure,18619999.97,980000.0,18.61999997
2022,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),9799999.59,9309688.71,2022-09-23,Rehabilitation / Major Repair of Drainage Structure,9309688.71,490310.87999999896,9.309688710000001
2022,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),9799999.82,9799014.24,2023-04-16,Rehabilitation / Major Repair of Drainage Structure,9799014.24,985.5800000000745,9.79901424
2022,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),4899999.92,4899836.7,2022-08-12,Rehabilitation / Major Repair of Drainage Structure,4899836.7,163.21999999973923,4.8998367
2022,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),29399999.71,29398998.82,2023-06-10,Rehabilitation / Major Repair of Drainage Structure,29398998.82,1000.890000000596,29.39899882
2022,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),14699920.46,14694920.46,2022-11-22,Rehabilitation / Major Repair of Drainage Structure,14694920.46,5000.0,14.69492046
2022,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),9799920.44,9792108.32,2022-10-10,Rehabilitation / Major Repair of Drainage Structure,9792108.32,7812.11999999918,9.79210832
2022,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),19599920.44,19594904.1,2023-08-22,Rehabilitation / Major Repair of Drainage Structure,19594904.1,5016.339999999851,19.5949041
2023,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),67549654.17,67548419.47,2023-09-10,Construction of Flood Mitigation Structure,67548419.47,1234.7000000029802,67.54841947
2023,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),86849876.37,82498128.05,2023-06-28,Construction of Flood Mitigation Structure,82498128.05,4351748.320000008,82.49812804999999
2023,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),48999721.32,48998566.62,2023-12-10,Construction of Flood Mitigation Structure,48998566.62,1154.7000000029802,48.99856662
2023,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),48998210.02,48994961.38,2023-08-11,Construction of Flood Mitigation Structure,48994961.38,3248.640000000596,48.99496138
2023,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),4899916.84,4897852.55,2023-07-30,Rehabilitation / Major Repair of Drainage Structure,4897852.55,2064.2900000000373,4.89785255
2023,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),48247584.06,48247401.06,2023-10-22,Construction of Flood Mitigation Structure,48247401.06,183.0,48.24740106
2023,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),48996719.42,48993363.57,2023-12-19,Construction of Flood Mitigation Structure,48993363.57,3355.85000000149,48.99336357
2024,National Capital Region,Metro Manila,CITY OF LAS PIÑAS (METROPOLITAN MANILA),96400404.85,96395127.6,2024-08-28,Construction of Flood Mitigation Structure,96395127.6,5277.25,96.3951276
2022,National Capital Region,Metro Manila,CITY OF MUNTINLUPA (METROPOLITAN MANILA),9799483.95,9794372.22,2023-07-07,Construction of Flood Mitigation Structure,9794372.22,5111.729999998584,9.794372220000001
2022,National Capital Region,Metro Manila,CITY OF MUNTINLUPA (METROPOLITAN MANILA),48999647.28,48992948.19,2024-04-14,Construction of Flood Mitigation Structure,48992948.19,6699.090000003576,48.99294819
2022,National Capital Region,Metro Manila,CITY OF MUNTINLUPA (METROPOLITAN MANILA),92638315.6,92634372.43,2023-01-02,Construction of Flood Mitigation Structure,92634372.43,3943.169999986887,92.63437243000001
2022,National Capital Region,Metro Manila,CITY OF MUNTINLUPA (METROPOLITAN MANILA),91667472.14,91567097.47,2022-12-28,Construction of Flood Mitigation Structure,91567097.47,100374.67000000179,91.56709747
2022,National Capital Region,Metro Manila,CITY OF MUNTINLUPA (METROPOLITAN MANILA),91673632.46,91568484.81,2022-08-25,Construction of Flood Mitigation Structure,91568484.81,105147.64999999106,91.56848481
2022,National Capital Region,Metro Manila,CITY OF MUNTINLUPA (METROPOLITAN MANILA),48999999.54,48994772.98,2023-09-20,Construction of Flood Mitigation Structure,48994772.98,5226.560000002384,48.99477297999999
2022,National Capital Region,Metro Manila,CITY OF MUNTINLUPA (METROPOLITAN MANILA),92636132.18,92570039.77,2022-12-12,Construction of Flood Mitigation Structure,92570039.77,66092.41000001132,92.57003977
2022,National Capital Region,Metro Manila,CITY OF MUNTINLUPA (METROPOLITAN MANILA),44393323.66,42618812.95,2022-09-03,Construction of Flood Mitigation Structure,42618812.95,1774510.7099999934,42.618812950000006
2022,National Capital Region,Metro Manila,CITY OF MUNTINLUPA (METROPOLITAN MANILA),48999356.64,48994199.14,2023-01-01,Construction of Flood Mitigation Structure,48994199.14,5157.5,48.99419914
2022,National Capital Region,Metro Manila,CITY OF MUNTINLUPA (METROPOLITAN MANILA),49499224.52,49174889.46,2022-11-22,Construction of Flood Mitigation Structure,49174889.46,324335.0600000024,49.17488946
2022,National Capital Region,Metro Manila,CITY OF MUNTINLUPA (METROPOLITAN MANILA),18129068.7,18120439.12,2023-05-03,Construction of Drainage Structure,18120439.12,8629.579999998212,18.12043912
2023,National Capital Region,Metro Manila,CITY OF MUNTINLUPA (METROPOLITAN MANILA),82024778.8,81889353.83,2023-11-09,Construction of Flood Mitigation Structure,81889353.83,135424.9699999988,81.88935383
2023,National Capital Region,Metro Manila,CITY OF MUNTINLUPA (METROPOLITAN MANILA),48999835.42,48950838.22,2023-07-12,Construction of Flood Mitigation Structure,48950838.22,48997.20000000298,48.95083822
2023,National Capital Region,Metro Manila,CITY OF MUNTINLUPA (METROPOLITAN MANILA),48999732.17,48989140.74,2023-09-10,Construction of Flood Mitigation Structure,48989140.74,10591.429999999702,48.98914074
2023,National Capital Region,Metro Manila,CITY OF MUNTINLUPA (METROPOLITAN MANILA),48999999.84,48998765.74,2024-03-21,Construction of Flood Mitigation Structure,48998765.74,1234.1000000014901,48.99876574
2022,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),4949691.14,4742519.0,2022-09-19,Construction of Drainage Structure,4742519.0,207172.13999999966,4.742519
2022,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),4949633.23,4741678.03,2022-09-28,Rehabilitation / Major Repair of Drainage Structure,4741678.03,207955.2000000002,4.74167803
2022,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),29399954.26,28341399.95,2023-05-22,Construction of Flood Mitigation Structure,28341399.95,1058554.3100000024,28.34139995
2022,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),24737643.5,24733928.89,2023-04-15,Construction of Flood Mitigation Structure,24733928.89,3714.609999999404,24.73392889
2023,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),8961988.88,8631549.0,2024-06-24,Rehabilitation / Major Repair of Flood Control Structure,8631549.0,330439.8800000008,8.631549
2023,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),48999989.6,48997299.9,2023-09-21,Construction of Flood Mitigation Structure,48997299.9,2689.7000000029802,48.9972999
2023,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),29399717.27,29381895.44,2023-09-14,Rehabilitation / Major Repair of Flood Control Structure,29381895.44,17821.829999998212,29.38189544
2023,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),19599989.18,19415450.52,2024-01-12,Rehabilitation / Major Repair of Flood Control Structure,19415450.52,184538.66000000015,19.41545052
2023,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),5879910.17,5644713.81,2023-06-07,Rehabilitation / Major Repair of Flood Control Structure,5644713.81,235196.36000000034,5.64471381
2023,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),4899360.63,4851553.48,2023-11-30,Rehabilitation / Major Repair of Flood Control Structure,4851553.48,47807.14999999944,4.851553480000001
2023,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),19599546.5,19557713.2,2024-03-14,Rehabilitation / Major Repair of Flood Control Structure,19557713.2,41833.300000000745,19.5577132
2023,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),14699422.01,14653311.8,2024-03-07,Rehabilitation / Major Repair of Flood Control Structure,14653311.8,46110.20999999903,14.6533118
2023,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),9799377.16,9755779.9,2024-01-05,Rehabilitation / Major Repair of Flood Control Structure,9755779.9,43597.25999999978,9.7557799
2023,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),6859417.44,6858041.84,2023-12-06,Rehabilitation / Major Repair of Drainage Structure,6858041.84,1375.6000000005588,6.85804184
2023,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),11759509.17,11755099.54,2024-06-24,Rehabilitation / Major Repair of Drainage Structure,11755099.54,4409.63000000082,11.75509954
2024,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),19599381.58,19598981.58,2024-08-06,Rehabilitation / Major Repair of Drainage Structure,19598981.58,400.0,19.598981579999997
2024,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),9799106.59,9790929.75,2024-04-22,Rehabilitation / Major Repair of Flood Control Structure,9790929.75,8176.839999999851,9.79092975
2024,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),48999386.53,48998985.53,2024-12-23,Rehabilitation / Major Repair of Flood Control Structure,48998985.53,401.0,48.99898553
2024,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),19799991.63,19206242.7,2025-01-22,Construction of Flood Mitigation Structure,19206242.7,593748.9299999997,19.2062427
2024,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),84919921.29,84919418.15,2024-12-13,Construction of Flood Mitigation Structure,84919418.15,503.14000000059605,84.91941815000001
2022,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),44100000.0,42330218.21,2022-11-21,Construction of Slope Protection Structure,42330218.21,1769781.789999999,42.33021821
2022,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),86850000.0,83373114.19,2023-03-06,Construction of Slope Protection Structure,83373114.19,3476885.8100000024,83.37311419
2022,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),86850000.0,83370218.21,2023-04-11,Construction of Slope Protection Structure,83370218.21,3479781.7900000066,83.37021820999999
2022,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),46000226.55,44160217.49,2023-03-12,Construction of Flood Mitigation Structure,44160217.49,1840009.059999995,44.16021749
2022,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),19600000.0,18816000.0,2023-01-11,Construction of Flood Mitigation Structure,18816000.0,784000.0,18.816
2023,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),96499650.0,96499650.0,2023-12-18,Construction of Flood Mitigation Structure,96499650.0,0.0,96.49965
2023,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),48999671.46,48019682.16,2023-12-09,Construction of Flood Mitigation Structure,48019682.16,979989.3000000045,48.019682159999995
2023,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),43559998.0,42762228.48,2024-03-31,Construction of Flood Mitigation Structure,42762228.48,797769.5200000033,42.76222848
2023,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),48999850.0,48440881.0,2023-12-08,Construction of Flood Mitigation Structure,48440881.0,558969.0,48.440881
2023,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),96499629.5,96499629.5,2023-12-19,Construction of Flood Mitigation Structure,96499629.5,0.0,96.4996295
2023,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),48999685.0,48509688.15,2023-12-22,Construction of Flood Mitigation Structure,48509688.15,489996.8500000015,48.509688149999995
2023,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),48999690.5,48509693.6,2023-12-29,Construction of Flood Mitigation Structure,48509693.6,489996.8999999985,48.5096936
2023,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),48999637.4,49000000.0,2023-12-29,Construction of Flood Mitigation Structure,49000000.0,-362.6000000014901,49.0
2023,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),9899999.99,9800999.99,2024-01-18,Construction of Flood Mitigation Structure,9800999.99,99000.0,9.800999990000001
2024,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),96499794.5,95341600.18,2025-03-11,Construction of Revetment,95341600.18,1158194.3199999928,95.34160018
2024,National Capital Region,Metro Manila,QUEZON CITY (METROPOLITAN MANILA),54449842.5,53796440.8,2024-12-02,Construction of Revetment,53796440.8,653401.700000003,53.7964408
2022,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),51939997.47,51138435.86,2022-12-08,Construction of Flood Mitigation Structure,51138435.86,801561.6099999994,51.13843586
2022,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),24499998.6,24499335.42,2023-01-23,Construction of Drainage Structure,24499335.42,663.179999999702,24.49933542
2022,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),9787727.85,9799337.36,2022-07-08,Construction of Drainage Structure,9799337.36,-11609.509999999776,9.799337359999999
2022,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),48999504.27,48989387.07,2022-09-23,Construction of Flood Mitigation Structure,48989387.07,10117.20000000298,48.98938707
2022,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),19599707.05,19599571.94,2022-12-26,Construction of Flood Mitigation Facility,19599571.94,135.10999999940395,19.59957194
2022,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),19599649.83,19479821.97,2022-11-10,Construction of Flood Mitigation Facility,19479821.97,119827.8599999994,19.47982197
2022,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),19599959.06,19597223.14,2022-09-23,Construction of Flood Mitigation Facility,19597223.14,2735.919999998063,19.59722314
2022,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),21525792.58,21753596.88,2022-09-09,Construction of Flood Mitigation Facility,21753596.88,-227804.30000000075,21.75359688
2022,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),19599868.18,19592636.68,2022-09-23,Construction of Flood Mitigation Facility,19592636.68,7231.5,19.59263668
2022,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),48994575.0,49497745.13,2022-10-12,Construction of Dike,49497745.13,-503170.1300000027,49.497745130000006
2022,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),53891223.95,53074618.75,2023-03-15,Construction of Drainage Structure,53074618.75,816605.200000003,53.07461875
2022,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),24499743.7,24499589.49,2022-09-23,Construction of Flood Mitigation Structure,24499589.49,154.21000000089407,24.499589489999998
2022,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),96483205.69,96499355.46,2023-03-13,Construction of Flood Mitigation Facility,96499355.46,-16149.769999995828,96.49935545999999
2022,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),96491043.33,96499715.98,2023-03-13,Construction of Flood Mitigation Facility,96499715.98,-8672.65000000596,96.49971598
2022,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),1955438.57,1959713.52,2022-08-12,Rehabilitation / Major Repair of Drainage Structure,1959713.52,-4274.949999999953,1.95971352
2022,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),1958453.7,1953912.61,2022-09-14,Rehabilitation / Major Repair of Drainage Structure,1953912.61,4541.089999999851,1.9539126100000002
2022,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),48997250.26,49414754.65,2022-11-18,Construction of Flood Mitigation Structure,49414754.65,-417504.3900000006,49.41475465
2023,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),23269137.14,23273276.64,2023-12-26,Construction of Flood Mitigation Facility,23273276.64,-4139.5,23.27327664
2023,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),23272418.8,23274555.73,2023-10-10,Construction of Flood Mitigation Facility,23274555.73,-2136.929999999702,23.27455573
2023,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),23271437.1,23274381.97,2023-12-27,Construction of Flood Mitigation Facility,23274381.97,-2944.869999997318,23.27438197
2023,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),23268117.35,23272181.36,2023-11-02,Construction of Flood Mitigation Facility,23272181.36,-4064.009999997914,23.27218136
2023,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),23268464.45,23267355.14,2023-11-02,Construction of Flood Mitigation Facility,23267355.14,1109.309999998659,23.26735514
2023,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),23265138.75,22560205.05,2024-11-21,Construction of Flood Mitigation Facility,22560205.05,704933.6999999993,22.56020505
2023,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),23270195.15,23272477.27,2023-12-27,Construction of Flood Mitigation Facility,23272477.27,-2282.120000001043,23.27247727
2023,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),23272624.4,23266135.62,2023-11-02,Construction of Flood Mitigation Facility,23266135.62,6488.779999997467,23.26613562
2023,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),19796201.55,19799964.89,2023-09-22,Construction of Flood Mitigation Facility,19799964.89,-3763.339999999851,19.799964890000002
2023,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),24743127.4,24748789.87,2024-01-12,Construction of Flood Mitigation Facility,24748789.87,-5662.470000002533,24.74878987
2023,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),24745215.8,24746253.23,2023-11-21,Construction of Flood Mitigation Facility,24746253.23,-1037.429999999702,24.74625323
2023,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),19798724.75,19799376.22,2023-10-10,Construction of Flood Mitigation Facility,19799376.22,-651.4699999988079,19.79937622
2023,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),19793401.5,19799982.32,2024-01-25,Construction of Flood Mitigation Facility,19799982.32,-6580.820000000298,19.79998232
2023,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),19795322.25,19799819.78,2023-10-20,Construction of Flood Mitigation Facility,19799819.78,-4497.530000001192,19.79981978
2023,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),17819774.75,17819581.35,2023-11-24,Construction of Flood Mitigation Structure,17819581.35,193.39999999850988,17.81958135
2023,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),19793401.75,19799811.0,2023-10-22,Rehabilitation / Major Repair of Flood Control Structure,19799811.0,-6409.25,19.799811
2023,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),49495301.45,49499652.24,2024-01-20,Construction of Flood Mitigation Structure,49499652.24,-4350.789999999106,49.49965224
2023,National Capital Region,Metro Manila,CITY OF NAVOTAS (METROPOLITAN MANILA),21779824.36,21778384.66,2024-06-30,Construction of Flood Mitigation Structure,21778384.66,1439.699999999255,21.77838466
