FundingYear,Region,Province,Municipality,ApprovedBudgetForContract,ContractCost,ActualCompletionDate,TypeOfWork,Final_Budget,Budget_Variance,Final_Budget_M
2023,Region V,Camarines Sur,BUHI (CAMARINES SUR),139824182.0,139819182.0,2024-07-12,Construction of Flood Mitigation Structure,139819182.0,5000.0,139.819182
2023,Region V,Camarines Sur,BUHI (CAMARINES SUR),139859984.0,139859923.42,2024-03-27,Construction of Flood Mitigation Structure,139859923.42,60.58000001311302,139.85992341999997
2023,Region V,Camarines Sur,BUHI (CAMARINES SUR),81911222.0,81909707.57,2024-03-04,Construction of Flood Mitigation Structure,81909707.57,1514.4300000071526,81.90970757
2024,Region V,Camarines Sur,BUHI (CAMARINES SUR),139925000.0,139925000.0,2024-11-19,Construction of Flood Mitigation Structure,139925000.0,0.0,139.925
2024,Region V,Camarines Sur,BUHI (CAMARINES SUR),139925000.0,139925000.0,2024-12-12,Construction of Flood Mitigation Structure,139925000.0,0.0,139.925
2024,Region V,Camarines Sur,BUHI (CAMARINES SUR),139925000.0,139925000.0,2024-12-16,Construction of Flood Mitigation Structure,139925000.0,0.0,139.925
2024,Region V,Camarines Sur,BUHI (CAMARINES SUR),135100000.0,135100000.0,2024-09-20,Construction of Flood Mitigation Structure,135100000.0,0.0,135.1
2023,Region V,Camarines Sur,OCAMPO (CAMARINES SUR),57673534.38,57067962.0,2023-09-20,Construction of Flood Mitigation Structure,57067962.0,605572.3800000027,57.067962
2023,Region V,Camarines Sur,OCAMPO (CAMARINES SUR),57771903.68,57194183.0,2023-10-06,Construction of Flood Mitigation Structure,57194183.0,577720.6799999997,57.194183
2023,Region V,Camarines Sur,OCAMPO (CAMARINES SUR),86849990.26,85981400.0,2023-12-01,Construction of Flood Mitigation Structure,85981400.0,868590.2600000054,85.9814
2023,Region V,Camarines Sur,OCAMPO (CAMARINES SUR),57821156.98,57228490.0,2023-10-20,Construction of Flood Mitigation Structure,57228490.0,592666.9799999967,57.22849
2023,Region V,Camarines Sur,OCAMPO (CAMARINES SUR),48999995.42,48463641.53,2024-07-04,Construction of Flood Mitigation Structure,48463641.53,536353.8900000006,48.463641530000004
2023,Region V,Camarines Sur,SAN JOSE (CAMARINES SUR),48518100.0,48518100.0,2023-11-17,Construction of Flood Mitigation Structure,48518100.0,0.0,48.5181
2023,Region V,Camarines Sur,SAN JOSE (CAMARINES SUR),66875340.0,66875340.0,2024-03-05,Construction of Flood Mitigation Structure,66875340.0,0.0,66.87534
2024,Region V,Camarines Sur,SAN JOSE (CAMARINES SUR),96500000.0,96500000.0,2025-02-10,Construction of Flood Mitigation Structure,96500000.0,0.0,96.5
2024,Region V,Camarines Sur,SAN JOSE (CAMARINES SUR),96500000.0,93436357.49,2024-11-20,Construction of Flood Mitigation Structure,93436357.49,3063642.5100000054,93.43635748999999
2023,Region V,Camarines Sur,LUPI (CAMARINES SUR),82024683.97,82024679.88,2023-08-23,Construction of Flood Mitigation Structure,82024679.88,4.090000003576279,82.02467988
2023,Region V,Camarines Sur,LUPI (CAMARINES SUR),82024565.85,82024538.0,2023-11-17,Construction of Flood Mitigation Structure,82024538.0,27.849999994039536,82.024538
2023,Region V,Camarines Sur,LUPI (CAMARINES SUR),81923121.41,81923120.95,2023-11-17,Construction of Flood Mitigation Structure,81923120.95,0.4599999934434891,81.92312095
2023,Region V,Camarines Sur,LUPI (CAMARINES SUR),82024756.3,82024747.74,2023-10-23,Construction of Flood Mitigation Structure,82024747.74,8.560000002384186,82.02474774
2023,Region V,Camarines Sur,LUPI (CAMARINES SUR),82024538.02,82024518.55,2023-11-16,Construction of Flood Mitigation Structure,82024518.55,19.469999998807907,82.02451855
2023,Region V,Camarines Sur,LUPI (CAMARINES SUR),82024521.89,80966304.71,2024-01-08,Construction of Flood Mitigation Structure,80966304.71,1058217.1800000072,80.96630470999999
2023,Region V,Camarines Sur,LUPI (CAMARINES SUR),82024953.97,82024888.9,2023-06-26,Construction of Flood Mitigation Structure,82024888.9,65.06999999284744,82.02488890000001
2023,Region V,Camarines Sur,LUPI (CAMARINES SUR),82024109.98,82024108.85,2023-11-10,Construction of Flood Mitigation Structure,82024108.85,1.1300000101327896,82.02410884999999
2023,Region V,Camarines Sur,LUPI (CAMARINES SUR),82024231.78,80999846.15,2023-11-17,Construction of Flood Mitigation Structure,80999846.15,1024385.6299999952,80.99984615000001
2023,Region V,Camarines Sur,LUPI (CAMARINES SUR),82024836.59,82024753.5,2023-11-17,Construction of Flood Mitigation Structure,82024753.5,83.09000000357628,82.0247535
2023,Region V,Camarines Sur,LUPI (CAMARINES SUR),82024605.46,82024604.89,2023-11-30,Construction of Flood Mitigation Structure,82024604.89,0.5699999928474426,82.02460489
2023,Region V,Camarines Sur,LUPI (CAMARINES SUR),82024188.27,82024184.66,2024-01-05,Construction of Flood Mitigation Structure,82024184.66,3.6099999994039536,82.02418466
2023,Region V,Camarines Sur,LUPI (CAMARINES SUR),82024705.7,82024700.2,2023-12-06,Construction of Flood Mitigation Structure,82024700.2,5.5,82.0247002
2023,Region V,Camarines Sur,LUPI (CAMARINES SUR),48999621.56,48999620.59,2024-02-06,Construction of Revetment,48999620.59,0.9699999988079071,48.999620590000006
2024,Region V,Camarines Sur,LUPI (CAMARINES SUR),67549956.03,67549956.01,2024-06-25,Construction of Flood Mitigation Structure,67549956.01,0.019999995827674866,67.54995601
2024,Region V,Camarines Sur,LUPI (CAMARINES SUR),96499370.81,96494439.77,2024-06-04,Construction of Flood Mitigation Structure,96494439.77,4931.0400000065565,96.49443977
2024,Region V,Camarines Sur,LUPI (CAMARINES SUR),96499676.3,96494270.23,2024-06-04,Construction of Flood Mitigation Structure,96494270.23,5406.069999992847,96.49427023
2024,Region V,Camarines Sur,LUPI (CAMARINES SUR),96499767.64,94450662.0,2024-08-14,Construction of Flood Mitigation Structure,94450662.0,2049105.6400000006,94.450662
2024,Region V,Camarines Sur,LUPI (CAMARINES SUR),96499359.27,94386023.3,2024-09-18,Construction of Flood Mitigation Structure,94386023.3,2113335.969999999,94.38602329999999
2024,Region V,Camarines Sur,LUPI (CAMARINES SUR),96499502.24,94305463.04,2024-06-21,Construction of Revetment,94305463.04,2194039.199999988,94.30546304
2023,Region V,Camarines Sur,SAN JOSE (CAMARINES SUR),48518113.0,48996903.75,2023-12-05,Construction of Flood Mitigation Structure,48996903.75,-478790.75,48.99690375
2023,Region V,Camarines Sur,TINAMBAC (CAMARINES SUR),49000000.0,48997981.5,2023-12-18,Rehabilitation / Major Repair of Flood Control Structure,48997981.5,2018.5,48.9979815
2024,Region V,Camarines Sur,SIRUMA (CAMARINES SUR),49000000.0,49000000.0,2024-10-16,Construction of Flood Mitigation Structure,49000000.0,0.0,49.0
2024,Region V,Camarines Sur,RAGAY (CAMARINES SUR),96499961.53,96495012.79,2024-06-04,Construction of Revetment,96495012.79,4948.739999994636,96.49501279
2021,Region V,Sorsogon,,,,2022-12-10,Construction of Flood Mitigation Structure,,,
2020,Region V,Sorsogon,,144750970.16,144546166.89,2022-12-10,Construction of Flood Mitigation Structure,144546166.89,204803.27000001073,144.54616689
2021,Region V,Sorsogon,,,,2022-10-06,Rehabilitation / Major Repair of Flood Control Structure,,,
2020,Region V,Sorsogon,,144749531.09,144749727.67,2022-10-06,Rehabilitation / Major Repair of Flood Control Structure,144749727.67,-196.5799999833107,144.74972767
2021,Region V,Sorsogon,,289499939.18,144750000.0,2022-10-06,Construction of Flood Mitigation Structure,144750000.0,144749939.18,144.75
2021,Region V,Sorsogon,,,144750000.0,2022-10-06,Construction of Flood Mitigation Structure,144750000.0,,144.75
2021,Region V,Sorsogon,,96499967.01,96499967.01,2022-12-15,Construction of Flood Mitigation Structure,96499967.01,0.0,96.49996701
2021,Region V,Sorsogon,,45079959.5,43509157.93,2022-09-02,Construction of Flood Mitigation Structure,43509157.93,1570801.5700000003,43.50915793
2022,Region V,Sorsogon,SANTA MAGDALENA (SORSOGON),49000000.0,47415662.39,2022-08-01,Construction of Flood Mitigation Structure,47415662.39,1584337.6099999994,47.41566239
2022,Region V,Sorsogon,GUBAT (SORSOGON),98000000.0,49000000.0,2022-10-14,Construction of Flood Mitigation Structure,49000000.0,49000000.0,49.0
2022,Region V,Sorsogon,GUBAT (SORSOGON),,47205646.64,2022-10-14,Construction of Flood Mitigation Structure,47205646.64,,47.20564664
2022,Region V,Sorsogon,GUBAT (SORSOGON),49500000.0,29067904.86,2022-09-03,Construction of Flood Mitigation Structure,29067904.86,20432095.14,29.06790486
2022,Region V,Sorsogon,GUBAT (SORSOGON),,18940659.69,2022-09-03,Construction of Flood Mitigation Structure,18940659.69,,18.94065969
2022,Region V,Sorsogon,GUBAT (SORSOGON),58800000.0,28517999.41,2022-09-04,Construction of Revetment,28517999.41,30282000.59,28.51799941
2022,Region V,Sorsogon,GUBAT (SORSOGON),67550000.0,67550000.0,2023-01-29,Construction of Flood Mitigation Structure,67550000.0,0.0,67.55
2022,Region V,Sorsogon,GUBAT (SORSOGON),67550000.0,67550000.0,2023-03-29,Construction of Flood Mitigation Structure,67550000.0,0.0,67.55
2022,Region V,Sorsogon,GUBAT (SORSOGON),67550000.0,65185352.97,2022-12-14,Construction of Flood Mitigation Structure,65185352.97,2364647.030000001,65.18535297
2022,Region V,Sorsogon,IROSIN (SORSOGON),49000000.0,47363531.26,2022-09-02,Construction of Flood Mitigation Structure,47363531.26,1636468.740000002,47.363531259999995
2022,Region V,Sorsogon,IROSIN (SORSOGON),96500000.0,95380291.78,2023-04-16,Rehabilitation / Major Repair of Flood Control Structure,95380291.78,1119708.2199999988,95.38029178000001
2022,Region V,Sorsogon,IROSIN (SORSOGON),58800000.0,28518000.0,2022-10-13,Construction of Flood Mitigation Structure,28518000.0,30282000.0,28.518
2022,Region V,Sorsogon,IROSIN (SORSOGON),,28518000.0,2022-10-13,Construction of Flood Mitigation Structure,28518000.0,,28.518
2022,Region V,Sorsogon,IROSIN (SORSOGON),39200000.0,37621089.23,2022-12-26,Rehabilitation / Major Repair of Flood Control Structure,37621089.23,1578910.7700000033,37.621089229999995
2022,Region V,Sorsogon,IROSIN (SORSOGON),77200000.0,77193935.96,2022-12-31,Construction of Flood Mitigation Structure,77193935.96,6064.0400000065565,77.19393595999999
2022,Region V,Sorsogon,IROSIN (SORSOGON),49000000.0,48999998.36,2023-04-01,Construction of Revetment,48999998.36,1.6400000005960464,48.99999836
2022,Region V,Sorsogon,IROSIN (SORSOGON),174378350.65,174378350.65,2023-05-31,Construction of Flood Mitigation Structure,174378350.65,0.0,174.37835065000002
2023,Region V,Sorsogon,IROSIN (SORSOGON),,38221649.44,2023-11-22,Construction of Flood Mitigation Structure,38221649.44,,38.22164944
2023,Region V,Sorsogon,IROSIN (SORSOGON),99000000.0,98963028.11,2023-12-27,Construction of Flood Mitigation Structure,98963028.11,36971.890000000596,98.96302811
2023,Region V,Sorsogon,IROSIN (SORSOGON),106149680.15,106149680.15,2023-08-31,Construction of Flood Mitigation Structure,106149680.15,0.0,106.14968015000001
2023,Region V,Sorsogon,IROSIN (SORSOGON),115800000.0,115793368.54,2024-05-17,Rehabilitation / Major Repair of Flood Control Structure,115793368.54,6631.4599999934435,115.79336854
2023,Region V,Sorsogon,IROSIN (SORSOGON),115800000.0,112322188.64,2024-04-30,Rehabilitation / Major Repair of Flood Control Structure,112322188.64,3477811.3599999994,112.32218864000001
2022,Region V,Sorsogon,BULAN (SORSOGON),49500000.0,19001820.12,2022-08-08,Construction of Flood Mitigation Structure,19001820.12,30498179.88,19.00182012
2022,Region V,Sorsogon,BULAN (SORSOGON),,28505318.96,2022-08-08,Construction of Flood Mitigation Structure,28505318.96,,28.50531896
2022,Region V,Sorsogon,BULAN (SORSOGON),49000000.0,49000000.0,2022-11-12,Construction of Revetment,49000000.0,0.0,49.0
2022,Region V,Sorsogon,BULAN (SORSOGON),92640000.0,92639979.74,2023-04-26,Rehabilitation / Major Repair of Flood Control Structure,92639979.74,20.260000005364418,92.63997974
2022,Region V,Sorsogon,BULAN (SORSOGON),57900000.0,56157105.99,2022-12-05,Construction of Flood Mitigation Structure,56157105.99,1742894.009999998,56.157105990000005
2022,Region V,Sorsogon,BULAN (SORSOGON),67549794.35,67549794.35,2023-05-21,Construction of Flood Mitigation Structure,67549794.35,0.0,67.54979435
2022,Region V,Sorsogon,BULAN (SORSOGON),43424539.68,43424539.68,2023-04-13,Rehabilitation / Major Repair of Flood Control Structure,43424539.68,0.0,43.42453968
2022,Region V,Sorsogon,BULAN (SORSOGON),57900000.0,56163261.31,2023-03-02,Construction of Flood Mitigation Structure,56163261.31,1736738.6899999976,56.16326131
2022,Region V,Sorsogon,BULAN (SORSOGON),14850000.0,14404521.0,2023-03-29,Construction of Drainage Structure,14404521.0,445479.0,14.404521
2023,Region V,Sorsogon,BULAN (SORSOGON),,9603008.42,2023-10-29,Construction of Flood Mitigation Structure,9603008.42,,9.60300842
2023,Region V,Sorsogon,BULAN (SORSOGON),106149972.87,102434887.61,2023-09-30,Construction of Flood Mitigation Structure,102434887.61,3715085.2600000054,102.43488761
2023,Region V,Sorsogon,BULAN (SORSOGON),99000000.0,96031002.69,2024-03-10,Construction of Flood Mitigation Structure,96031002.69,2968997.3100000024,96.03100269
2023,Region V,Sorsogon,BULAN (SORSOGON),96500000.0,96500000.0,2024-08-18,Construction of Flood Mitigation Structure,96500000.0,0.0,96.5
2022,Region V,Sorsogon,PRIETO DIAZ (SORSOGON),,28518000.0,2022-09-04,Construction of Flood Mitigation Structure,28518000.0,,28.518
2023,Region V,Sorsogon,PRIETO DIAZ (SORSOGON),58800000.0,28511748.95,2023-11-15,Rehabilitation / Major Repair of Flood Control Structure,28511748.95,30288251.05,28.511748949999998
2023,Region V,Sorsogon,PRIETO DIAZ (SORSOGON),4950000.0,4801500.0,2023-07-25,Construction of Flood Mitigation Structure,4801500.0,148500.0,4.8015
2022,Region V,Sorsogon,CASIGURAN (SORSOGON),39199988.75,37978793.24,2022-09-29,Construction of Flood Mitigation Structure,37978793.24,1221195.509999998,37.97879324
2022,Region V,Sorsogon,CASIGURAN (SORSOGON),77199986.42,77199727.69,2022-11-13,Construction of Flood Mitigation Structure,77199727.69,258.7300000041723,77.19972769
2022,Region V,Sorsogon,CASIGURAN (SORSOGON),49499997.74,48015009.98,2023-01-16,Construction of Flood Mitigation Structure,48015009.98,1484987.7600000054,48.015009979999995
2022,Region V,Sorsogon,PILAR (SORSOGON),48999974.96,47304633.91,2022-11-18,Construction of Flood Mitigation Structure,47304633.91,1695341.0500000045,47.30463391
2022,Region V,Sorsogon,PILAR (SORSOGON),58799990.39,39199962.76,2023-06-01,Construction of Flood Mitigation Structure,39199962.76,19600027.630000003,39.19996276
2022,Region V,Sorsogon,PILAR (SORSOGON),,19599587.99,2023-06-01,Construction of Flood Mitigation Structure,19599587.99,,19.59958799
2023,Region V,Sorsogon,PILAR (SORSOGON),,4949945.99,2023-11-17,Rehabilitation / Major Repair of Flood Control Structure,4949945.99,,4.94994599
2022,Region V,Sorsogon,MATNOG (SORSOGON),98000000.0,48999966.52,2023-03-21,Construction of Flood Mitigation Structure,48999966.52,49000033.48,48.99996652
2022,Region V,Sorsogon,MATNOG (SORSOGON),,48999228.83,2023-03-21,Construction of Flood Mitigation Structure,48999228.83,,48.99922883
2022,Region V,Sorsogon,MATNOG (SORSOGON),67550000.0,65526866.97,2023-05-09,Construction of Flood Mitigation Structure,65526866.97,2023133.0300000012,65.52686697
2022,Region V,Sorsogon,MATNOG (SORSOGON),19800000.0,18245676.54,2023-08-02,Construction of Flood Mitigation Structure,18245676.54,1554323.460000001,18.245676539999998
2023,Region V,Sorsogon,MATNOG (SORSOGON),,9800997.16,2023-10-29,Construction of Flood Mitigation Structure,9800997.16,,9.80099716
2023,Region V,Sorsogon,MATNOG (SORSOGON),68600000.0,28317826.74,2023-11-22,Construction of Flood Mitigation Structure,28317826.74,40282173.260000005,28.317826739999997
2023,Region V,Sorsogon,MATNOG (SORSOGON),4950000.0,4753294.14,2023-07-19,Construction of Flood Mitigation Structure,4753294.14,196705.86000000034,4.7532941399999995
2023,Region V,Sorsogon,MATNOG (SORSOGON),11880000.0,11523308.3,2023-10-06,Construction of Flood Mitigation Structure,11523308.3,356691.69999999925,11.5233083
2024,Region V,Sorsogon,MATNOG (SORSOGON),9900000.0,4850574.82,2024-04-25,Construction of Flood Mitigation Structure,4850574.82,5049425.18,4.85057482
2022,Region V,Sorsogon,CASTILLA (SORSOGON),39199979.11,37586374.39,2022-10-12,Construction of Flood Mitigation Structure,37586374.39,1613604.7199999988,37.58637439
2022,Region V,Sorsogon,CASTILLA (SORSOGON),58899904.98,9797426.1,2022-09-12,Construction of Flood Mitigation Structure,9797426.1,49102478.879999995,9.7974261
2022,Region V,Sorsogon,CASTILLA (SORSOGON),,9797964.61,2022-09-12,Construction of Flood Mitigation Structure,9797964.61,,9.79796461
2022,Region V,Sorsogon,CASTILLA (SORSOGON),,9797412.68,2022-09-12,Construction of Flood Mitigation Structure,9797412.68,,9.797412679999999
2022,Region V,Sorsogon,CASTILLA (SORSOGON),49499987.41,19799984.31,2023-05-05,Construction of Flood Mitigation Structure,19799984.31,29700003.099999998,19.79998431
2022,Region V,Sorsogon,CASTILLA (SORSOGON),,24749997.68,2023-05-05,Construction of Flood Mitigation Structure,24749997.68,,24.74999768
2022,Region V,Sorsogon,CASTILLA (SORSOGON),49499989.68,19799962.19,2023-02-24,Construction of Flood Mitigation Structure,19799962.19,29700027.49,19.799962190000002
2022,Region V,Sorsogon,CASTILLA (SORSOGON),,29699990.04,2023-02-24,Construction of Flood Mitigation Structure,29699990.04,,29.69999004
2022,Region V,Sorsogon,CASTILLA (SORSOGON),67549984.7,67548745.83,2023-02-13,Construction of Flood Mitigation Structure,67548745.83,1238.8700000047684,67.54874583
2022,Region V,Sorsogon,CASTILLA (SORSOGON),98999981.21,98999981.03,2023-06-22,Construction of Revetment,98999981.03,0.17999999225139618,98.99998103
2023,Region V,Sorsogon,CASTILLA (SORSOGON),56939964.51,19599999.83,2023-11-17,Construction of Flood Mitigation Structure,19599999.83,37339964.68,19.599999829999998
2024,Region V,Sorsogon,CASTILLA (SORSOGON),115799996.17,111729100.89,2024-11-06,Construction of Flood Mitigation Structure,111729100.89,4070895.280000001,111.72910089
2024,Region V,Sorsogon,CASTILLA (SORSOGON),121589992.48,117298238.56,2024-11-11,Construction of Flood Mitigation Structure,117298238.56,4291753.920000002,117.29823856
2022,Region V,Sorsogon,DONSOL (SORSOGON),,4947163.72,2022-09-12,Construction of Drainage Structure,4947163.72,,4.94716372
2022,Region V,Sorsogon,DONSOL (SORSOGON),,4949981.04,2023-05-05,Construction of Flood Mitigation Structure,4949981.04,,4.94998104
2022,Region V,Sorsogon,DONSOL (SORSOGON),59399996.63,39600000.0,2022-11-11,Construction of Flood Mitigation Structure,39600000.0,19799996.630000003,39.6
