Cyclone Name,Region,Province,Deaths,Injuries,Affected,Houses destroyed,Houses damaged,Total Houses,Damage to Infrastructure (PhP),Damage to Agriculture + Fisheries (PhP),Year,Category
Pepito,,Quezon,0,,26396,4,4,8,0,11913175,2020,Strong typhoon
Pepito,,Benguet,0,,3,0,1,1,0,0,2020,Strong typhoon
Pepito,,Cagayan,0,,95,0,0,0,0,13713536,2020,Strong typhoon
Pepito,,Isabela,0,,1999,0,0,0,29200000,21654930,2020,Strong typhoon
Pepito,,Nueva Vizcaya,0,,28,0,0,0,0,201600,2020,Strong typhoon
Pepito,,Quirino,0,,141,0,0,0,0,863522,2020,Strong typhoon
Pepito,,Aurora,0,,1154,0,0,0,0,912181,2020,Strong typhoon
Pepito,,Bulacan,0,,23935,0,0,0,0,7719292,2020,Strong typhoon
Pepito,,Nueva Ecija,0,,1533,0,0,0,0,13284456,2020,Strong typhoon
Pepito,,Pampanga,0,,68467,0,0,0,0,526176,2020,Strong typhoon
Pepito,,Laguna,0,,9,0,0,0,0,0,2020,Strong typhoon
